Source.Name,POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.F7.Theta,POW.F7.Alpha,POW.F7.BetaL,POW.F7.BetaH,POW.F7.Gamma,POW.F3.Theta,POW.F3.Alpha,POW.F3.BetaL,POW.F3.BetaH,POW.F3.Gamma,POW.FC5.Theta,POW.FC5.Alpha,POW.FC5.BetaL,POW.FC5.BetaH,POW.FC5.Gamma,POW.T7.Theta,POW.T7.Alpha,POW.T7.BetaL,POW.T7.BetaH,POW.T7.Gamma,POW.P7.Theta,POW.P7.Alpha,POW.P7.BetaL,POW.P7.BetaH,POW.P7.Gamma,POW.O1.Theta,POW.O1.Alpha,POW.O1.BetaL,POW.O1.BetaH,POW.O1.Gamma,POW.O2.Theta,POW.O2.Alpha,POW.O2.BetaL,POW.O2.BetaH,POW.O2.Gamma,POW.P8.Theta,POW.P8.Alpha,POW.P8.BetaL,POW.P8.BetaH,POW.P8.Gamma,POW.T8.Theta,POW.T8.Alpha,POW.T8.BetaL,POW.T8.BetaH,POW.T8.Gamma,POW.FC6.Theta,POW.FC6.Alpha,POW.FC6.BetaL,POW.FC6.BetaH,POW.FC6.Gamma,POW.F4.Theta,POW.F4.Alpha,POW.F4.BetaL,POW.F4.BetaH,POW.F4.Gamma,POW.F8.Theta,POW.F8.Alpha,POW.F8.BetaL,POW.F8.BetaH,POW.F8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma,OriginalTimestamp
lokeshpq1.normal.csv,4.137047,3.452802,0.431188,0.30374,0.282737,10.309587,1.364231,0.314168,0.230912,0.168329,5.02658,3.517563,0.791447,0.222023,0.164966,9.087121,4.328073,1.074858,0.250383,0.133794,4.214852,1.559675,0.326454,0.117054,0.328547,84.298935,24.616127,5.130192,1.422298,0.43156,1.182991,0.867953,0.202754,0.105873,0.076979,3.118067,1.469693,0.473022,0.262741,0.106469,2.890773,0.804116,0.399609,0.22682,0.148355,2.890136,1.379042,0.473997,0.186202,0.182605,3.455976,3.540744,1.749636,0.442993,0.196631,7.26114,3.695828,0.728628,0.323278,0.191509,13.553687,11.279596,1.008896,0.820142,0.376458,8.64834,3.17888,0.732143,0.360323,0.213958,
lokeshpq1.normal.csv,3.220026,2.718911,0.388762,0.303249,0.271863,10.246033,1.231854,0.247146,0.261882,0.163109,3.932734,2.761983,0.69016,0.231627,0.161837,9.348805,3.567848,0.993604,0.267054,0.146693,4.310295,1.38898,0.351804,0.150087,0.322826,140.69017,38.816906,8.050598,2.309431,0.595825,1.420203,0.742303,0.172959,0.124953,0.084065,3.337874,1.639467,0.372321,0.245458,0.103715,3.045005,0.736381,0.384062,0.214397,0.147219,2.627735,1.162635,0.397739,0.17477,0.171087,3.6224,3.181699,1.570535,0.4327,0.213172,6.608675,2.954395,0.657235,0.312656,0.20188,16.329536,9.940163,1.274161,0.836788,0.384165,10.186977,2.696704,0.673549,0.377501,0.207859,
lokeshpq1.normal.csv,2.513695,1.983867,0.323822,0.298652,0.260426,9.869943,1.247312,0.207295,0.292453,0.162886,3.284654,1.994955,0.567214,0.239187,0.156885,9.648372,2.75197,0.884488,0.280502,0.162047,4.179837,1.184862,0.355028,0.194503,0.313584,205.348679,51.63028,11.06137,3.213915,0.760934,1.66345,0.630753,0.151444,0.137417,0.088479,3.584965,1.950647,0.31088,0.229998,0.102614,3.326687,0.806639,0.402672,0.203062,0.145779,2.43,1.04687,0.351911,0.183215,0.157964,4.037629,2.703562,1.358636,0.445731,0.229396,6.511734,2.369337,0.611676,0.307376,0.209341,24.580231,8.758829,2.254377,0.96661,0.428212,12.563232,2.453401,0.650341,0.39751,0.214097,
lokeshpq1.normal.csv,2.137924,1.457095,0.255982,0.29351,0.255101,9.637653,1.381887,0.199794,0.314447,0.167214,3.181219,1.460511,0.45753,0.247598,0.151625,9.829555,2.083786,0.765503,0.285308,0.173671,3.853635,0.997184,0.333696,0.246578,0.299843,257.627045,58.768719,13.222429,3.868428,0.871151,1.886976,0.574198,0.14238,0.142803,0.089183,3.837979,2.341773,0.308931,0.227279,0.101609,3.71507,0.996001,0.450247,0.200903,0.144097,2.356193,1.076172,0.348834,0.216003,0.148938,4.555422,2.280093,1.142156,0.496286,0.24116,7.162035,2.11638,0.603005,0.318696,0.20953,39.662502,8.768968,4.163337,1.298302,0.532821,15.039065,2.79075,0.680607,0.431016,0.227184,
lokeshpq1.normal.csv,2.047814,1.28619,0.204264,0.292406,0.257917,9.744046,1.558141,0.219538,0.32267,0.173201,3.439481,1.334449,0.383483,0.258833,0.14642,9.598047,1.660094,0.649248,0.278596,0.177934,3.347222,0.85867,0.294821,0.296146,0.281384,283.998535,57.857029,13.746384,4.07144,0.883816,2.052428,0.58543,0.146903,0.145878,0.086613,4.025679,2.714831,0.362711,0.241596,0.098868,4.076262,1.269659,0.506379,0.211641,0.141469,2.388002,1.247497,0.377451,0.269901,0.148368,4.934929,2.058487,0.967371,0.585775,0.244844,8.266382,2.279194,0.621766,0.34886,0.201402,61.604374,10.318824,6.786241,1.824403,0.690428,16.95752,3.842355,0.743822,0.480447,0.238832,
lokeshpq1.normal.csv,2.240454,1.472741,0.178501,0.298781,0.266391,10.326341,1.714054,0.255991,0.317558,0.178777,3.981514,1.612622,0.347305,0.270678,0.140931,9.05396,1.470423,0.546476,0.261456,0.17589,2.820335,0.773007,0.255106,0.333012,0.261767,275.205994,49.283512,12.399616,3.776072,0.79035,2.168895,0.644176,0.159618,0.154382,0.081999,4.106153,2.976417,0.443248,0.269911,0.09317,4.24909,1.58052,0.543483,0.233974,0.137332,2.424444,1.494044,0.411029,0.332539,0.157676,5.010552,2.078719,0.85275,0.693367,0.239148,9.405186,2.76816,0.647231,0.388393,0.188415,82.954132,12.786901,9.507591,2.414057,0.858234,17.659025,5.3648,0.811193,0.535561,0.242035,
lokeshpq1.normal.csv,2.650893,1.88493,0.177373,0.311183,0.275669,11.196705,1.841332,0.297112,0.303807,0.184026,4.642848,2.136538,0.330179,0.278567,0.134843,8.286591,1.417007,0.471361,0.237514,0.171751,2.415663,0.722485,0.232869,0.351783,0.248255,237.845901,36.180466,9.659407,3.116469,0.62254,2.219856,0.723353,0.173488,0.174821,0.076704,4.018627,3.096002,0.516333,0.305478,0.085093,4.104614,1.886972,0.54326,0.263226,0.132036,2.377097,1.722932,0.426686,0.388387,0.174656,4.72478,2.28307,0.814242,0.787418,0.225425,10.069184,3.376376,0.662494,0.421595,0.176508,101.318039,14.980975,11.461577,2.864654,0.975366,17.32242,6.877395,0.865471,0.577747,0.233559,
lokeshpq1.normal.csv,3.253687,2.305213,0.188027,0.322609,0.282595,12.085285,1.917737,0.344855,0.28607,0.190329,5.433947,2.655651,0.312892,0.277724,0.128669,7.603424,1.393552,0.428441,0.211217,0.170101,2.236504,0.685491,0.241353,0.352465,0.24718,187.904572,22.724146,6.441802,2.335825,0.436096,2.221867,0.803188,0.189946,0.206055,0.071873,3.755725,3.0873,0.561018,0.33862,0.07714,3.639517,2.134734,0.504853,0.292009,0.1265,2.209885,1.839569,0.417546,0.421903,0.193976,4.219805,2.526743,0.823516,0.838067,0.207597,10.099915,3.825155,0.654804,0.432972,0.170495,105.730431,15.662688,11.989239,3.000681,0.992423,16.153936,7.824544,0.885847,0.587693,0.215141,
lokeshpq1.normal.csv,3.937223,2.522947,0.201585,0.324868,0.288366,12.604444,1.923997,0.405427,0.265504,0.199587,6.224339,2.92558,0.289742,0.266699,0.12483,7.197618,1.34491,0.42278,0.187136,0.173387,2.262214,0.642333,0.282898,0.33852,0.260168,141.910217,12.779272,3.79004,1.675077,0.283984,2.192168,0.867424,0.215776,0.239426,0.068385,3.393357,2.985295,0.571053,0.361014,0.073315,2.993794,2.266569,0.441539,0.313321,0.121967,1.968447,1.790174,0.391858,0.425894,0.209916,3.690978,2.651013,0.841,0.829648,0.191281,9.589386,3.890013,0.626847,0.416546,0.172638,99.686646,14.196438,10.845326,2.758713,0.897736,14.762784,7.812468,0.868231,0.556563,0.193227,
lokeshpq1.normal.csv,4.52538,2.479695,0.216124,0.309408,0.296358,12.8655,1.823628,0.475744,0.23966,0.213279,6.87356,2.866872,0.266035,0.2458,0.126561,7.084411,1.268903,0.457494,0.165372,0.179926,2.381251,0.589523,0.346945,0.314535,0.283855,111.97876,8.80218,2.484018,1.319683,0.200856,2.126509,0.900989,0.2535,0.262261,0.066655,2.991526,2.837391,0.551646,0.367836,0.077696,2.339072,2.25973,0.375481,0.321756,0.119901,1.702082,1.598897,0.362926,0.402526,0.219115,3.259752,2.587454,0.831105,0.764132,0.18084,8.741751,3.571815,0.589487,0.37596,0.182315,78.048035,11.003486,8.441428,2.222689,0.724478,13.251073,6.844113,0.821925,0.48736,0.177502,
lokeshpq1.normal.csv,4.810266,2.238277,0.235858,0.274123,0.307327,12.922502,1.600253,0.542837,0.205991,0.230675,7.117595,2.553557,0.255998,0.217743,0.135336,7.069446,1.194201,0.520686,0.144729,0.185419,2.441864,0.529676,0.414984,0.286155,0.311033,107.308167,11.848004,2.866086,1.358091,0.199936,2.016722,0.889332,0.300031,0.263622,0.066214,2.587454,2.675899,0.511993,0.355745,0.091821,1.805168,2.134573,0.326915,0.313661,0.121062,1.458118,1.346209,0.344434,0.358826,0.220808,3.043029,2.380395,0.829713,0.660034,0.177114,7.71853,3.051167,0.558953,0.32091,0.196151,54.787273,7.171755,5.600018,1.570106,0.529386,11.797557,5.283196,0.769599,0.394153,0.176712,
lokeshpq1.normal.csv,4.666442,1.904394,0.271395,0.228492,0.317982,12.574576,1.308729,0.588876,0.167743,0.248793,6.877565,2.117002,0.268482,0.188905,0.150034,6.850653,1.119322,0.59221,0.127424,0.186821,2.334091,0.453954,0.466487,0.258144,0.334357,125.753761,20.971521,4.748252,1.795123,0.274814,1.83523,0.827014,0.347154,0.240766,0.066186,2.17255,2.508036,0.463099,0.326586,0.113227,1.433005,1.952629,0.306149,0.290764,0.125282,1.239929,1.113385,0.343902,0.305712,0.216536,3.026963,2.101854,0.928749,0.548471,0.177796,6.670925,2.537892,0.549742,0.267762,0.210027,30.567123,3.905707,3.166051,0.990353,0.365646,10.330173,3.619699,0.745123,0.301088,0.194088,
lokeshpq1.normal.csv,4.138624,1.611546,0.333827,0.187309,0.323341,11.93814,1.029486,0.601227,0.132756,0.262141,6.197527,1.716203,0.304262,0.166895,0.167647,6.366792,1.042387,0.649858,0.118492,0.185408,2.055956,0.363833,0.484962,0.232522,0.347701,160.365845,33.515369,7.549349,2.54895,0.404476,1.593675,0.730021,0.380068,0.199922,0.0658,1.752581,2.346544,0.41152,0.286778,0.136149,1.197507,1.807439,0.305751,0.258601,0.131089,1.043759,0.964417,0.36062,0.254496,0.209001,3.161786,1.843671,1.209307,0.456125,0.179195,5.764179,2.217751,0.571134,0.232582,0.22116,15.636195,1.844469,1.625596,0.607763,0.261834,9.042897,2.28581,0.780241,0.23244,0.225312,
lokeshpq1.normal.csv,3.4301,1.427646,0.423915,0.162756,0.321035,11.206198,0.861568,0.580554,0.107898,0.265513,5.381465,1.446164,0.349926,0.15716,0.184805,5.67387,0.971833,0.676508,0.121587,0.186565,1.673587,0.275535,0.46834,0.209815,0.347676,196.143967,46.622578,10.579587,3.439095,0.557555,1.346489,0.624265,0.384647,0.152705,0.064975,1.380833,2.197695,0.357404,0.245278,0.15363,1.052651,1.758377,0.309469,0.225145,0.135725,0.865787,0.92206,0.38728,0.213862,0.200141,3.309799,1.640985,1.681995,0.393791,0.17839,5.106424,2.123439,0.617839,0.221726,0.227943,6.669431,1.00618,1.01984,0.446351,0.215374,8.255947,1.492825,0.875151,0.199076,0.26215,
lokeshpq1.normal.csv,2.762078,1.350411,0.530811,0.159606,0.313833,10.209488,0.879007,0.537492,0.096613,0.258371,4.632882,1.306109,0.387369,0.159888,0.198697,5.026064,0.904153,0.665246,0.137877,0.196012,1.280085,0.20793,0.426821,0.191587,0.335248,221.64212,56.829891,12.883253,4.188563,0.691552,1.264016,0.540038,0.362629,0.111452,0.064328,1.148767,2.06325,0.300752,0.209633,0.160291,0.994843,1.806306,0.302609,0.196628,0.136176,0.751667,0.996118,0.416016,0.189144,0.190964,3.469042,1.493717,2.261477,0.358658,0.175551,4.779623,2.17804,0.674599,0.229884,0.229684,4.33383,0.927019,1.04715,0.44261,0.203077,7.792866,1.228313,0.999297,0.196987,0.297345,
lokeshpq1.normal.csv,2.364214,1.329159,0.633193,0.172012,0.306937,9.195941,1.061265,0.486453,0.096536,0.245269,4.176962,1.239387,0.406192,0.169201,0.206723,4.694119,0.831758,0.622929,0.162971,0.21496,0.972232,0.171979,0.371984,0.179849,0.31375,227.094391,60.788879,13.757689,4.523038,0.763896,1.628603,0.517495,0.329214,0.085001,0.064936,1.059034,1.924262,0.246853,0.181893,0.154807,0.977585,1.89416,0.279241,0.175227,0.130419,0.6691,1.174464,0.443379,0.180913,0.181611,3.567634,1.39371,2.791157,0.342445,0.173298,4.669205,2.254099,0.727992,0.243271,0.225993,4.080863,1.066769,1.289503,0.499908,0.200538,8.143422,1.380055,1.125394,0.211393,0.326804,
lokeshpq1.normal.csv,2.210987,1.292645,0.709309,0.188984,0.304004,10.157165,1.325714,0.444711,0.102326,0.233438,3.875604,1.169072,0.408326,0.176091,0.206825,4.684742,0.742675,0.572048,0.190832,0.237901,0.785208,0.172081,0.315462,0.17675,0.287993,207.14006,57.083782,12.893735,4.291265,0.749437,2.634156,0.573986,0.311998,0.076559,0.068035,1.043631,1.743696,0.204266,0.15942,0.140806,0.994124,1.932311,0.24537,0.158281,0.118905,0.634422,1.408569,0.471492,0.185507,0.172695,3.546808,1.317744,3.106969,0.345465,0.173857,4.577236,2.232949,0.770406,0.247709,0.216769,5.762116,1.288613,1.544257,0.552223,0.198167,9.252059,1.713117,1.265123,0.235397,0.35026,
lokeshpq1.normal.csv,2.216466,1.217784,0.751401,0.200448,0.304417,19.827843,1.550335,0.42602,0.109638,0.228921,3.67068,1.058814,0.402626,0.17355,0.198711,4.920576,0.649491,0.535249,0.216406,0.255104,0.728411,0.203751,0.266525,0.185359,0.264129,167.578781,46.615669,10.594427,3.5521,0.65275,4.218912,0.695606,0.336051,0.083855,0.07405,1.04267,1.503195,0.186379,0.138829,0.124771,1.005636,1.865633,0.219935,0.142371,0.105258,0.627901,1.633383,0.50798,0.19699,0.166207,3.344398,1.256891,3.104961,0.375276,0.176931,4.35617,2.077165,0.806966,0.235272,0.202816,8.677023,1.604713,1.722846,0.569844,0.194343,16.463579,2.530447,1.473219,0.323427,0.373854,
lokeshpq1.normal.csv,2.240601,1.12798,0.766249,0.203215,0.302611,50.091125,1.717829,0.447747,0.118189,0.233608,3.385517,0.925628,0.40004,0.162362,0.184451,5.254169,0.608084,0.523804,0.238406,0.258335,0.84057,0.259134,0.228204,0.208656,0.24837,119.896049,32.591385,7.604928,2.550958,0.506829,5.974057,0.840075,0.403125,0.101032,0.08176,0.990563,1.232633,0.199396,0.118636,0.112876,1.01456,1.698009,0.217483,0.127204,0.094802,0.688715,1.780633,0.553557,0.209439,0.165484,3.000853,1.235798,2.788765,0.434016,0.179751,3.973687,1.843477,0.843582,0.20979,0.186574,13.32156,2.020641,1.783636,0.547782,0.188379,37.457268,4.585849,1.835898,0.583604,0.407119,
lokeshpq1.normal.csv,2.194847,1.066267,0.763377,0.2,0.292754,120.157242,1.936942,0.509585,0.132687,0.244321,3.073276,0.815214,0.404517,0.150219,0.169443,5.777769,0.689901,0.538458,0.256628,0.246108,1.176478,0.328248,0.197069,0.24691,0.244104,77.757889,19.130342,4.79596,1.592816,0.357502,7.322594,0.95039,0.486658,0.121515,0.089039,0.926814,0.982814,0.233006,0.102241,0.109388,1.031544,1.468545,0.245732,0.117142,0.092298,0.828049,1.788198,0.601049,0.217989,0.174541,2.675317,1.250647,2.259412,0.513129,0.179888,3.496528,1.610294,0.875938,0.183079,0.17331,19.379082,2.496834,1.71943,0.494886,0.181712,78.997566,8.440467,2.39684,1.085575,0.454568,
lokeshpq1.normal.csv,2.123755,1.034491,0.754563,0.197995,0.273482,243.300278,2.285331,0.594606,0.160502,0.254456,2.844814,0.744909,0.409633,0.14765,0.160136,6.567973,0.911017,0.57641,0.273136,0.224889,1.811122,0.397013,0.167499,0.297434,0.250181,48.544411,9.406694,2.782022,0.906415,0.243942,7.797801,0.97976,0.550094,0.140443,0.094434,0.86359,0.821745,0.265945,0.095594,0.1152,1.051105,1.239896,0.306692,0.118592,0.100355,1.01969,1.635648,0.64191,0.223064,0.195285,2.485653,1.279617,1.672097,0.597634,0.177242,3.069354,1.430312,0.888925,0.169405,0.169267,25.399429,2.929553,1.56727,0.429472,0.177533,133.839157,13.840949,3.096161,1.788832,0.509939,
lokeshpq1.normal.csv,2.079014,0.997102,0.75159,0.202092,0.249029,418.754974,2.765894,0.673846,0.204589,0.256906,2.851788,0.698651,0.410242,0.161529,0.160545,7.410068,1.23278,0.628619,0.287122,0.204025,2.699276,0.44673,0.138467,0.351702,0.261149,35.141663,4.585069,1.800243,0.568483,0.183009,7.174496,0.943677,0.576851,0.155732,0.098436,0.785319,0.8247,0.28597,0.102154,0.12826,1.057498,1.062625,0.392358,0.133624,0.118337,1.188593,1.358864,0.672214,0.228788,0.22564,2.404045,1.317771,1.192427,0.675266,0.174469,2.737697,1.335444,0.877596,0.178966,0.178182,30.865719,3.211556,1.365663,0.370858,0.179014,191.979294,19.588503,3.766229,2.528963,0.557193,
lokeshpq1.normal.csv,2.139184,0.92806,0.765101,0.210954,0.227656,613.045898,3.296758,0.741594,0.259401,0.248151,3.096374,0.676196,0.410894,0.189816,0.170421,8.086324,1.556403,0.686102,0.295364,0.190786,3.685575,0.471809,0.11822,0.395004,0.27059,33.745808,3.750822,1.781804,0.520585,0.166603,5.689902,0.904523,0.55938,0.166839,0.102996,0.763908,1.016214,0.288907,0.120354,0.144634,1.036828,0.943417,0.481589,0.156672,0.142184,1.274862,1.028747,0.689392,0.237555,0.259108,2.419496,1.356696,0.956999,0.732684,0.174974,2.547417,1.342323,0.858667,0.210363,0.19982,34.068485,3.258712,1.175323,0.331642,0.188068,232.625458,23.970716,4.19399,3.076857,0.578315,
lokeshpq1.normal.csv,2.298552,0.830898,0.797431,0.2186,0.217363,773.609619,3.796875,0.787459,0.311882,0.230486,3.510691,0.704286,0.420359,0.22059,0.185653,8.231655,1.767413,0.73911,0.292689,0.186902,4.45717,0.476636,0.112413,0.412084,0.27602,40.267399,4.984239,2.436687,0.635656,0.173357,3.779539,0.935828,0.501101,0.173096,0.109713,0.723025,1.362393,0.276238,0.144375,0.160278,1.076887,0.869555,0.54705,0.177841,0.166255,1.231732,0.730056,0.689095,0.248647,0.287526,2.456658,1.40549,1.019137,0.756084,0.18052,2.425346,1.452706,0.84972,0.251262,0.230168,34.946163,3.049577,1.089169,0.316093,0.204796,243.580902,25.52017,4.226665,3.245052,0.562374,
lokeshpq1.normal.csv,2.504584,0.742029,0.845981,0.218771,0.220015,860.637451,4.311083,0.782543,0.348387,0.211307,3.929339,0.808426,0.445422,0.238477,0.19984,7.684814,1.791406,0.777075,0.275681,0.188389,4.92045,0.472688,0.122157,0.396714,0.280486,50.110909,6.848756,3.508418,0.807335,0.186457,2.061295,1.082436,0.428018,0.175626,0.11868,0.750322,1.803319,0.258267,0.166971,0.172066,1.2933,0.835282,0.571175,0.190763,0.186228,1.094157,0.528096,0.670409,0.257044,0.304715,2.59936,1.501046,1.331944,0.735301,0.190511,2.325847,1.644199,0.863084,0.284968,0.262461,32.36665,2.845564,1.217618,0.330118,0.229368,219.071671,23.664711,3.821277,2.976142,0.510788,
lokeshpq1.normal.csv,2.680745,0.691195,0.895619,0.209192,0.230052,851.175232,5.203247,0.752009,0.358383,0.19958,4.26228,0.972239,0.479746,0.232791,0.207164,6.517999,1.625086,0.794015,0.247552,0.189624,4.92374,0.469144,0.142699,0.354556,0.291753,60.54187,8.969501,4.828018,0.986539,0.199682,0.887134,1.329483,0.368786,0.175221,0.128721,0.733144,2.252696,0.247639,0.183259,0.177501,1.850255,0.833781,0.557646,0.197105,0.200378,0.890304,0.438143,0.641887,0.256612,0.308298,2.709902,1.661041,1.775857,0.671085,0.202613,2.147994,1.853615,0.897881,0.300552,0.289107,28.447033,3.085655,1.636645,0.388715,0.261379,169.180252,18.935963,3.094011,2.371554,0.435119,
lokeshpq1.normal.csv,2.809587,0.677879,0.922214,0.192017,0.23774,751.715088,6.978396,0.741316,0.340998,0.200938,4.435934,1.141307,0.502691,0.204522,0.20524,4.970716,1.345207,0.789354,0.215504,0.187367,4.516103,0.472177,0.166876,0.301511,0.317034,71.405174,11.397382,6.197604,1.136208,0.210619,0.34102,1.593364,0.340147,0.174419,0.138151,0.74319,2.60653,0.249356,0.193499,0.174737,2.663983,0.856717,0.526758,0.203176,0.209128,0.686454,0.425467,0.612246,0.247174,0.300481,2.7676,1.86698,2.200977,0.579113,0.213483,1.947268,1.981566,0.934372,0.298932,0.304173,25.845036,4.078138,2.349355,0.504886,0.297839,109.78611,12.917889,2.271691,1.648176,0.35226,
lokeshpq1.normal.csv,2.963041,0.678097,0.900057,0.172382,0.235597,598.779968,9.902806,0.778982,0.303353,0.214531,4.502251,1.251998,0.496607,0.16723,0.196635,3.557922,1.080796,0.771718,0.18805,0.182091,3.81808,0.483894,0.189358,0.25453,0.356094,84.812881,15.169733,7.690189,1.297269,0.232311,0.225718,1.761907,0.340967,0.176089,0.145522,0.729952,2.779094,0.261985,0.201607,0.163475,3.717975,0.891169,0.507562,0.214845,0.213985,0.54954,0.436817,0.587314,0.23502,0.286623,2.77323,2.062681,2.470861,0.483453,0.220844,1.687633,1.957017,0.948152,0.291809,0.305584,26.212492,5.733551,3.249499,0.675344,0.332939,58.261543,7.476363,1.571004,1.026861,0.278255,
lokeshpq1.normal.csv,3.279994,0.667706,0.822181,0.155414,0.221839,435.748871,13.64428,0.867821,0.2577,0.234877,4.53896,1.269818,0.464041,0.139642,0.18738,2.664082,0.94636,0.756633,0.170358,0.176667,3.057606,0.501106,0.205561,0.223025,0.400368,99.631927,21.858681,9.571858,1.595327,0.292053,0.253455,1.749936,0.355592,0.181867,0.150417,0.752538,2.724291,0.280387,0.211256,0.145325,4.613393,0.910336,0.515182,0.233992,0.216357,0.563581,0.43021,0.568305,0.230278,0.272028,2.789714,2.15818,2.504092,0.410561,0.224272,1.558294,1.782558,0.924256,0.29309,0.294949,30.913477,7.592372,4.122882,0.876056,0.359819,24.582342,3.757916,1.098802,0.634904,0.222984,
lokeshpq1.normal.csv,3.886344,0.631192,0.705657,0.146103,0.200526,299.835236,17.458433,0.991443,0.216993,0.255568,4.659272,1.207601,0.423974,0.139295,0.18301,2.401672,0.997003,0.75486,0.163984,0.174041,2.435829,0.513421,0.215438,0.21057,0.437964,121.707214,32.271053,11.985443,2.144028,0.41091,0.283301,1.539428,0.364998,0.191574,0.153414,0.7904,2.449693,0.295633,0.223487,0.12364,5.178349,0.897338,0.543993,0.257365,0.216955,0.787551,0.394785,0.551274,0.244611,0.259308,2.929298,2.093787,2.307737,0.383234,0.224452,1.583585,1.519088,0.862982,0.313695,0.275437,35.657784,8.98561,4.715711,1.067369,0.372269,9.53943,2.009982,0.846817,0.470147,0.18745,
lokeshpq1.normal.csv,4.731362,0.570148,0.584246,0.148424,0.180903,214.167114,20.467127,1.108064,0.195357,0.271893,4.852853,1.105698,0.39845,0.172348,0.186507,2.55688,1.212963,0.767596,0.168335,0.176372,2.047569,0.508349,0.226699,0.218635,0.459319,151.176392,45.235985,14.64106,2.93862,0.586097,0.311493,1.188588,0.361157,0.202748,0.155617,0.838804,2.020978,0.303836,0.235965,0.103113,5.154997,0.854291,0.568677,0.280288,0.216027,1.153635,0.343669,0.530659,0.283594,0.248976,3.233966,1.861646,1.961567,0.413523,0.223395,1.782573,1.250352,0.782726,0.35584,0.251991,40.933292,9.432517,4.826266,1.204653,0.368307,6.447287,1.568658,0.72573,0.444795,0.169147,
lokeshpq1.normal.csv,5.577182,0.506984,0.496662,0.163806,0.175649,183.664703,22.364534,1.214337,0.209174,0.282937,5.047776,1.008857,0.408532,0.228812,0.1983,2.760152,1.509655,0.795771,0.182323,0.185733,1.94995,0.481858,0.252861,0.248376,0.461567,184.275238,57.574665,16.88768,3.818321,0.78303,0.359701,0.802207,0.346536,0.210673,0.157882,0.875884,1.541714,0.315224,0.243624,0.088023,4.601546,0.805816,0.574339,0.299296,0.213878,1.592119,0.295745,0.514791,0.341993,0.240979,3.605418,1.510711,1.59842,0.493204,0.224954,2.044916,1.057652,0.726265,0.410047,0.231247,41.815876,8.787343,4.410049,1.254641,0.35272,7.857085,1.5737,0.654333,0.460599,0.169829,
lokeshpq1.normal.csv,6.130347,0.462162,0.474942,0.191947,0.197043,194.136459,23.811628,1.370444,0.266114,0.293105,5.114236,0.947763,0.460635,0.288423,0.217588,2.9284,1.787541,0.832259,0.205819,0.204399,2.077969,0.439069,0.300687,0.297809,0.448748,214.877136,65.630394,17.946239,4.513148,0.946938,0.427514,0.49064,0.331767,0.210726,0.160331,0.936864,1.131295,0.34603,0.24256,0.081097,3.764108,0.793799,0.567124,0.31559,0.210822,2.012136,0.272965,0.523786,0.408413,0.235935,4.007171,1.154837,1.339329,0.595468,0.233265,2.293642,0.985149,0.734398,0.46032,0.220874,40.515991,7.314618,3.62142,1.214324,0.334958,9.661753,1.659714,0.594413,0.475295,0.196761,
lokeshpq1.normal.csv,6.202203,0.437263,0.537529,0.235363,0.251479,218.294479,24.801712,1.692187,0.361629,0.308577,4.983367,0.907569,0.549007,0.334154,0.242488,3.346599,1.967065,0.878447,0.23906,0.234153,2.280397,0.392982,0.362586,0.359154,0.427681,229.428299,66.328346,17.17536,4.770634,1.026833,0.569315,0.317704,0.328105,0.202049,0.162489,1.06964,0.875405,0.404999,0.234473,0.083429,2.887963,0.848092,0.558886,0.333608,0.20715,2.347984,0.293472,0.571492,0.469341,0.236803,4.429722,0.921408,1.226646,0.695288,0.251887,2.56497,1.014596,0.817338,0.496238,0.227054,37.053791,5.666132,2.697061,1.115,0.326089,9.904709,1.715987,0.539046,0.492353,0.254542,
